instrumentId,valuationBidPrice,timeStamp,valuationAskPrice,lastMarketClosePrice,bid-price,bid-quantity,bid-price,bid-quantity,bid-price,bid-quantity,bid-price,bid-quantity,bid-price,bid-quantity,ask-price,ask-quantity,ask-price,ask-quantity,ask-price,ask-quantity,ask-price,ask-quantity,ask-price,ask-quantity,lastTradedPrice,dailyHighestTradedPrice,dailyLowestTradedPrice,marketClosePriceTimeStamp,timereceived,instruname,obeventrow
4001,1.26877,1352806414025,1.2688,1.27089,1.26877,199.9,1.26876,75,1.26875,1000,1.26874,175,1.26873,550,1.2688,148,1.26881,300,1.26882,475,1.26883,900,1.26884,575,1.2688,1.27103,1.26612,1352757600000,1352806417012,EUR/USD,41
4001,1.26877,1352806414513,1.2688,1.27089,1.26877,199.9,1.26876,75,1.26875,1100,1.26874,175,1.26873,450,1.2688,50,1.26881,300,1.26882,575,1.26883,900,1.26884,575,1.2688,1.27103,1.26612,1352757600000,1352806417503,EUR/USD,42
4001,1.26877,1352806414651,1.26877,1.27089,1.26877,99.9,1.26875,950,1.26874,200,1.26873,325,1.26872,50,1.26877,50,1.26878,100,1.26879,100,1.2688,400,1.26881,185,1.2688,1.27103,1.26612,1352757600000,1352806417504,EUR/USD,43
4001,1.26877,1352806414694,1.26877,1.27089,1.26877,99.9,1.26875,950,1.26874,150,1.26873,175,1.26872,100,1.26877,50,1.26878,150,1.26879,250,1.2688,400,1.26881,185,1.2688,1.27103,1.26612,1352757600000,1352806417522,EUR/USD,44
4001,1.26877,1352806415110,1.26877,1.27089,1.26877,99.9,1.26875,950,1.26874,225,1.26873,100,1.26872,100,1.26877,50,1.26878,150,1.26879,250,1.2688,475,1.26881,100,1.2688,1.27103,1.26612,1352757600000,1352806417523,EUR/USD,45
4001,1.26878,1352806415251,1.2688,1.27089,1.26878,10,1.26877,299.9,1.26876,75,1.26875,1000,1.26874,125,1.2688,50,1.26881,250,1.26882,350,1.26883,1025,1.26884,300,1.2688,1.27103,1.26612,1352757600000,1352806418121,EUR/USD,46
4001,1.26879,1352806415353,1.26882,1.27089,1.26879,50,1.26878,85,1.26877,249.9,1.26876,125,1.26875,1150,1.26882,350,1.26883,250,1.26884,325,1.26885,1000,1.26886,485,1.2688,1.27103,1.26612,1352757600000,1352806418208,EUR/USD,47
4001,1.26879,1352806415428,1.26882,1.27089,1.26879,50,1.26878,185,1.26877,199.9,1.26876,325,1.26875,1350,1.26882,50,1.26883,325,1.26884,550,1.26885,1000,1.26886,385,1.2688,1.27103,1.26612,1352757600000,1352806418223,EUR/USD,48
4001,1.26879,1352806415494,1.26882,1.27089,1.26879,150,1.26878,235,1.26877,200,1.26876,1225,1.26875,400,1.26882,50,1.26883,200,1.26884,675,1.26885,900,1.26886,485,1.2688,1.27103,1.26612,1352757600000,1352806418226,EUR/USD,49
4001,1.26879,1352806415746,1.26882,1.27089,1.26879,150,1.26878,285,1.26877,300,1.26876,1075,1.26875,400,1.26882,50,1.26883,225,1.26884,450,1.26885,950,1.26886,335,1.2688,1.27103,1.26612,1352757600000,1352806418227,EUR/USD,50
4001,1.26879,1352806416132,1.26882,1.27089,1.26879,150,1.26878,285,1.26877,300,1.26876,1075,1.26875,400,1.26882,50,1.26883,225,1.26884,450,1.26885,950,1.26886,235,1.2688,1.27103,1.26612,1352757600000,1352806419140,EUR/USD,51
4001,1.26879,1352806416956,1.26882,1.27089,1.26879,150,1.26878,285,1.26877,300,1.26876,1075,1.26875,400,1.26882,50,1.26883,225,1.26884,450,1.26885,950,1.26886,335,1.2688,1.27103,1.26612,1352757600000,1352806419622,EUR/USD,52
4001,1.26879,1352806417024,1.26882,1.27089,1.26879,250,1.26878,335,1.26877,150,1.26876,1375,1.26875,400,1.26882,50,1.26883,225,1.26884,400,1.26885,950,1.26886,85,1.2688,1.27103,1.26612,1352757600000,1352806419624,EUR/USD,53
4001,1.26879,1352806417442,1.26882,1.27089,1.26879,200,1.26878,385,1.26877,150,1.26876,1375,1.26875,400,1.26882,50,1.26883,225,1.26884,450,1.26885,900,1.26886,85,1.2688,1.27103,1.26612,1352757600000,1352806419858,EUR/USD,54
4001,1.26879,1352806420544,1.26882,1.27089,1.26879,199.9,1.26878,385,1.26877,150,1.26876,1375,1.26875,400,1.26882,50,1.26883,225,1.26884,450,1.26885,900,1.26886,85,1.26879,1.27103,1.26612,1352757600000,1352806421465,EUR/USD,55
4001,1.26879,1352806420849,1.26882,1.27089,1.26879,199.9,1.26878,385,1.26877,150,1.26876,1375,1.26875,400,1.26882,50,1.26883,150,1.26884,525,1.26885,900,1.26886,85,1.26879,1.27103,1.26612,1352757600000,1352806421895,EUR/USD,56
4001,1.26879,1352806421292,1.26882,1.27089,1.26879,149.9,1.26878,285,1.26877,300,1.26876,1075,1.26875,400,1.26882,50,1.26883,150,1.26884,525,1.26885,900,1.26886,135,1.26879,1.27103,1.26612,1352757600000,1352806423603,EUR/USD,57
4001,1.26879,1352806421542,1.26882,1.27089,1.26879,149.9,1.26878,285,1.26877,300,1.26876,1075,1.26875,400,1.26882,50,1.26883,150,1.26884,525,1.26885,900,1.26886,235,1.26879,1.27103,1.26612,1352757600000,1352806424378,EUR/USD,58
4001,1.26879,1352806422805,1.26882,1.27089,1.26879,149.8,1.26878,285,1.26877,300,1.26876,1075,1.26875,400,1.26882,50,1.26883,150,1.26884,525,1.26885,900,1.26886,235,1.26879,1.27103,1.26612,1352757600000,1352806424915,EUR/USD,59
4001,1.26879,1352806422983,1.26882,1.27089,1.26879,199.8,1.26878,235,1.26877,300,1.26876,1075,1.26875,400,1.26882,50,1.26883,150,1.26884,475,1.26885,950,1.26886,235,1.26879,1.27103,1.26612,1352757600000,1352806425093,EUR/USD,60
4001,1.26879,1352806423694,1.26882,1.27089,1.26879,149.8,1.26878,285,1.26877,300,1.26876,1075,1.26875,400,1.26882,50,1.26883,150,1.26884,575,1.26885,1050,1.26886,185,1.26879,1.27103,1.26612,1352757600000,1352806425175,EUR/USD,61
4001,1.26879,1352806423824,1.26882,1.27089,1.26879,149.8,1.26878,285,1.26877,300,1.26876,1075,1.26875,400,1.26882,50,1.26883,150,1.26884,575,1.26885,1050,1.26886,285,1.26879,1.27103,1.26612,1352757600000,1352806425179,EUR/USD,62
4001,1.26879,1352806424529,1.26882,1.27089,1.26879,149.8,1.26878,275,1.26877,300,1.26876,1075,1.26875,400,1.26882,50,1.26883,150,1.26884,575,1.26885,1060,1.26886,275,1.26879,1.27103,1.26612,1352757600000,1352806426650,EUR/USD,63
4001,1.26879,1352806424596,1.26882,1.27089,1.26879,149.8,1.26878,275,1.26877,310,1.26876,1075,1.26875,400,1.26882,50,1.26883,150,1.26884,575,1.26885,1060,1.26886,275,1.26879,1.27103,1.26612,1352757600000,1352806426662,EUR/USD,64
4001,1.26879,1352806424994,1.26882,1.27089,1.26879,149.8,1.26878,225,1.26877,160,1.26876,1125,1.26875,550,1.26882,100,1.26883,300,1.26884,525,1.26885,910,1.26886,575,1.26879,1.27103,1.26612,1352757600000,1352806427674,EUR/USD,65
4001,1.26879,1352806425792,1.26882,1.27089,1.26879,149.8,1.26878,225,1.26877,210,1.26876,1225,1.26875,400,1.26882,50,1.26883,200,1.26884,675,1.26885,910,1.26886,575,1.26879,1.27103,1.26612,1352757600000,1352806428347,EUR/USD,66
4001,1.26879,1352806425924,1.26882,1.27089,1.26879,149.8,1.26878,225,1.26877,210,1.26876,1225,1.26875,400,1.26882,50,1.26883,200,1.26884,675,1.26885,910,1.26886,475,1.26879,1.27103,1.26612,1352757600000,1352806428348,EUR/USD,67
4001,1.26879,1352806427143,1.26882,1.27089,1.26879,149.8,1.26878,225,1.26877,200,1.26876,1225,1.26875,400,1.26882,50,1.26883,200,1.26884,675,1.26885,910,1.26886,475,1.26879,1.27103,1.26612,1352757600000,1352806428584,EUR/USD,68
4001,1.26879,1352806427242,1.26882,1.27089,1.26879,149.8,1.26878,175,1.26877,250,1.26876,1225,1.26875,300,1.26882,50,1.26883,250,1.26884,625,1.26885,910,1.26886,475,1.26879,1.27103,1.26612,1352757600000,1352806428587,EUR/USD,69
4001,1.26879,1352806427325,1.26882,1.27089,1.26879,149.8,1.26878,225,1.26877,200,1.26876,1225,1.26875,400,1.26882,50,1.26883,200,1.26884,675,1.26885,910,1.26886,475,1.26879,1.27103,1.26612,1352757600000,1352806428589,EUR/USD,70
4001,1.26879,1352806427558,1.26882,1.27089,1.26879,149.8,1.26878,225,1.26877,200,1.26876,1225,1.26875,400,1.26882,50,1.26883,200,1.26884,675,1.26885,910,1.26886,575,1.26879,1.27103,1.26612,1352757600000,1352806428596,EUR/USD,71
4001,1.26879,1352806428948,1.26882,1.27089,1.26879,149.8,1.26878,225,1.26877,200,1.26876,1225,1.26875,400,1.26882,50,1.26883,275,1.26884,600,1.26885,910,1.26886,575,1.26879,1.27103,1.26612,1352757600000,1352806430909,EUR/USD,72
4001,1.26879,1352806429135,1.26882,1.27089,1.26879,149.8,1.26878,225,1.26877,200,1.26876,1225,1.26875,400,1.26882,50,1.26883,275,1.26884,600,1.26885,900,1.26886,575,1.26879,1.27103,1.26612,1352757600000,1352806430920,EUR/USD,73
4001,1.26879,1352806429351,1.26882,1.27089,1.26879,149.8,1.26878,225,1.26877,200,1.26876,1225,1.26875,400,1.26882,50,1.26883,275,1.26884,600,1.26885,900,1.26886,475,1.26879,1.27103,1.26612,1352757600000,1352806430921,EUR/USD,74
4001,1.26879,1352806430354,1.26882,1.27089,1.26879,374.8,1.26878,100,1.26877,100,1.26876,1225,1.26875,400,1.26882,50,1.26883,150,1.26884,550,1.26885,950,1.26886,400,1.26879,1.27103,1.26612,1352757600000,1352806432501,EUR/USD,75
4001,1.26884,1352806430467,1.26887,1.27089,1.26884,150,1.26883,125,1.26882,1100,1.26881,250,1.2688,575,1.26887,100,1.26888,225,1.26889,650,1.2689,125,1.26891,1000,1.26879,1.27103,1.26612,1352757600000,1352806432544,EUR/USD,76
4001,1.26886,1352806430567,1.26889,1.27089,1.26886,50,1.26885,375,1.26884,450,1.26883,750,1.26882,1075,1.26889,175,1.2689,150,1.26891,400,1.26892,475,1.26893,1100,1.26879,1.27103,1.26612,1352757600000,1352806432576,EUR/USD,77
4001,1.26886,1352806430639,1.26889,1.27089,1.26886,50,1.26885,375,1.26884,450,1.26883,850,1.26882,975,1.26889,175,1.2689,150,1.26891,300,1.26892,475,1.26893,1200,1.26879,1.27103,1.26612,1352757600000,1352806432594,EUR/USD,78
4001,1.26885,1352806430764,1.26888,1.27089,1.26885,175,1.26884,200,1.26883,100,1.26882,1025,1.26881,250,1.26888,50,1.26889,450,1.2689,225,1.26891,100,1.26892,575,1.26879,1.27103,1.26612,1352757600000,1352806432839,EUR/USD,79
4001,1.26886,1352806430826,1.26889,1.27089,1.26886,175,1.26885,250,1.26884,500,1.26883,600,1.26882,1025,1.26889,100,1.2689,375,1.26891,150,1.26892,775,1.26893,1200,1.26885,1.27103,1.26612,1352757600000,1352806432850,EUR/USD,80
4001,1.26886,1352806430939,1.26889,1.27089,1.26886,200,1.26885,325,1.26884,1300,1.26883,600,1.26882,125,1.26889,100,1.2689,300,1.26891,225,1.26892,700,1.26893,1300,1.26885,1.27103,1.26612,1352757600000,1352806432851,EUR/USD,81
4001,1.26886,1352806430994,1.26888,1.27089,1.26886,200,1.26885,325,1.26884,1300,1.26883,600,1.26882,75,1.26888,50,1.26889,200,1.2689,150,1.26891,225,1.26892,700,1.26885,1.27103,1.26612,1352757600000,1352806432853,EUR/USD,82
4001,1.26886,1352806431141,1.26889,1.27089,1.26886,150,1.26885,275,1.26884,1100,1.26883,300,1.26882,125,1.26889,100,1.2689,350,1.26891,175,1.26892,600,1.26893,1100,1.26885,1.27103,1.26612,1352757600000,1352806432853,EUR/USD,83
4001,1.26886,1352806431233,1.26889,1.27089,1.26886,200,1.26885,325,1.26884,1300,1.26883,600,1.26882,125,1.26889,150,1.2689,250,1.26891,225,1.26892,700,1.26893,1300,1.26885,1.27103,1.26612,1352757600000,1352806432855,EUR/USD,84
4001,1.26886,1352806431293,1.26888,1.27089,1.26886,200,1.26885,325,1.26884,1300,1.26883,600,1.26882,75,1.26888,50,1.26889,250,1.2689,100,1.26891,225,1.26892,700,1.26885,1.27103,1.26612,1352757600000,1352806433093,EUR/USD,85
4001,1.26886,1352806431436,1.26888,1.27089,1.26886,150,1.26885,375,1.26884,1300,1.26883,600,1.26882,75,1.26888,50,1.26889,250,1.2689,100,1.26891,225,1.26892,700,1.26885,1.27103,1.26612,1352757600000,1352806433097,EUR/USD,86
4001,1.26886,1352806432033,1.26888,1.27089,1.26886,150,1.26885,375,1.26884,1300,1.26883,600,1.26882,75,1.26888,50,1.26889,325,1.2689,100,1.26891,150,1.26892,775,1.26885,1.27103,1.26612,1352757600000,1352806433469,EUR/USD,87
4001,1.26886,1352806432347,1.26888,1.27089,1.26886,100,1.26885,325,1.26884,1200,1.26883,500,1.26882,375,1.26888,50,1.26889,325,1.2689,150,1.26891,200,1.26892,975,1.26885,1.27103,1.26612,1352757600000,1352806433913,EUR/USD,88
4001,1.26886,1352806434264,1.26888,1.27089,1.26886,200,1.26885,225,1.26884,1200,1.26883,500,1.26882,375,1.26888,50,1.26889,325,1.2689,150,1.26891,200,1.26892,975,1.26885,1.27103,1.26612,1352757600000,1352806435927,EUR/USD,89
4001,1.26886,1352806434560,1.26888,1.27089,1.26886,200,1.26885,225,1.26884,1200,1.26883,500,1.26882,375,1.26888,50,1.26889,325,1.2689,150,1.26891,200,1.26892,975,1.26885,1.27103,1.26612,1352757600000,1352806436562,EUR/USD,90
4001,1.26886,1352806434824,1.26888,1.27089,1.26886,250,1.26885,275,1.26884,1300,1.26883,600,1.26882,75,1.26888,50,1.26889,325,1.2689,100,1.26891,150,1.26892,875,1.26885,1.27103,1.26612,1352757600000,1352806436703,EUR/USD,91
4001,1.26886,1352806436490,1.26888,1.27089,1.26886,250,1.26885,275,1.26884,1300,1.26883,600,1.26882,75,1.26888,50,1.26889,325,1.2689,100,1.26891,150,1.26892,775,1.26885,1.27103,1.26612,1352757600000,1352806437373,EUR/USD,92
4001,1.26886,1352806436630,1.26888,1.27089,1.26886,200,1.26885,225,1.26884,1100,1.26883,600,1.26882,375,1.26888,50,1.26889,325,1.2689,150,1.26891,200,1.26892,975,1.26885,1.27103,1.26612,1352757600000,1352806437877,EUR/USD,93
4001,1.26886,1352806437568,1.26888,1.27089,1.26886,200,1.26885,225,1.26884,1200,1.26883,500,1.26882,375,1.26888,50,1.26889,325,1.2689,150,1.26891,200,1.26892,975,1.26885,1.27103,1.26612,1352757600000,1352806439533,EUR/USD,94
4001,1.26886,1352806438026,1.26888,1.27089,1.26886,200,1.26885,225,1.26884,1100,1.26883,600,1.26882,375,1.26888,50,1.26889,325,1.2689,150,1.26891,200,1.26892,975,1.26885,1.27103,1.26612,1352757600000,1352806439664,EUR/USD,95
4001,1.26887,1352806438240,1.26888,1.27089,1.26887,300,1.26886,200,1.26885,225,1.26884,1100,1.26883,300,1.26888,50,1.26889,200,1.2689,275,1.26891,200,1.26892,600,1.26885,1.27103,1.26612,1352757600000,1352806439803,EUR/USD,96
4001,1.26887,1352806439125,1.26888,1.27089,1.26887,300,1.26886,200,1.26885,175,1.26884,1050,1.26883,200,1.26888,50,1.26889,250,1.2689,325,1.26891,300,1.26892,700,1.26885,1.27103,1.26612,1352757600000,1352806440919,EUR/USD,97
4001,1.26887,1352806439552,1.26888,1.27089,1.26887,300,1.26886,200,1.26885,175,1.26884,1050,1.26883,100,1.26888,50,1.26889,250,1.2689,325,1.26891,400,1.26892,600,1.26885,1.27103,1.26612,1352757600000,1352806441150,EUR/USD,98
4001,1.26886,1352806439669,1.26887,1.27089,1.26886,100,1.26885,400,1.26884,950,1.26883,125,1.26882,200,1.26887,50,1.26888,150,1.26889,100,1.2689,425,1.26891,200,1.26885,1.27103,1.26612,1352757600000,1352806441300,EUR/USD,99
4001,1.26883,1352806439750,1.26884,1.27089,1.26883,500,1.26882,50,1.26881,325,1.2688,1150,1.26879,400,1.26884,100,1.26885,150,1.26886,100,1.26887,275,1.26888,400,1.26885,1.27103,1.26612,1352757600000,1352806441356,EUR/USD,100
4001,1.26885,1352806439859,1.26887,1.27089,1.26885,300,1.26884,150,1.26883,100,1.26882,50,1.26881,125,1.26887,150,1.26888,250,1.26889,900,1.2689,450,1.26891,75,1.26885,1.27103,1.26612,1352757600000,1352806442167,EUR/USD,101
4001,1.26885,1352806439952,1.26886,1.27089,1.26885,300,1.26884,100,1.26883,250,1.26882,200,1.26881,75,1.26886,50,1.26887,150,1.26888,100,1.26889,150,1.2689,500,1.26885,1.27103,1.26612,1352757600000,1352806442374,EUR/USD,102
